Created date (UTC),Amount,Amount Refunded,Description,Statement Descriptor,Status,Seller Message,Taxes On Fee,Card ID,Customer ID,Shipping Address City,Shipping Address State,Invoice ID
2024-09-14 01:19:11,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PRNpVHsrWBJzFX2frZd0UNQ,cus_QHxlM53l15xeHA,São João da Boa Vista,SP,in_1PyjgsHsrWBJzFX2iv0dUjU5
2024-09-13 23:05:29,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PRLjNHsrWBJzFX2kudUkp5q,cus_QHvaeZPv3Akcrg,ribeirao preto,sao paulo,in_1PyhbcHsrWBJzFX2GuPJWTUY
2024-09-13 20:58:01,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PygZ0HsrWBJzFX2ge18VMTl,cus_QqNJTMH5ikTMh2,Carapicuíba,SP,in_1PygZ2HsrWBJzFX2TxMRZ4Ki
2024-09-13 20:39:02,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PRJRkHsrWBJzFX2tcgsaXgw,cus_QHtEfxJlORTEHp,São Paulo,SP,in_1PyfJXHsrWBJzFX2ffU1AL45
2024-09-13 19:54:04,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PRIlHHsrWBJzFX2PIvzfhSS,cus_QHsWSbGt9STPK6,São Paulo,SP,in_1PyeclHsrWBJzFX2696GfjoT
2024-09-13 19:36:15,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PRITcHsrWBJzFX28QvPSUhJ,cus_QHsEqNTJItCWnu,São Paulo,SP,in_1PyeLkHsrWBJzFX2zSgEJiQh
2024-09-13 11:59:09,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PyY9XHsrWBJzFX2lblWDOqm,cus_QH4s7zkutFad8q,São Bernardo do Campo,SP,in_1PxsZHHsrWBJzFX2Cj68rEzb
2024-09-13 00:34:12,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PkpNIHsrWBJzFX2utw9dg4R,cus_Qc3UBMrkYy83NZ,São José do Rio Preto,SP,in_1Pw4AFHsrWBJzFX28yFQuX2J
2024-09-12 21:57:01,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PQyBuHsrWBJzFX2GXX0SWcr,cus_QHXGSDO69AWYVh,Valinhos,SP,in_1PyK3THsrWBJzFX23UHICnot
2024-09-12 19:55:32,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PQwIjHsrWBJzFX2lvSkqY7I,cus_QHVJoHLCTQSD4S,São Paulo,SP,in_1PyIAKHsrWBJzFX2x2qGvI8A
2024-09-12 18:08:12,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PuvSEHsrWBJzFX2c9nWfJWt,cus_QHTaIvAUF1cKmb,Barueri,SP,in_1PyGUQHsrWBJzFX2fWGrwwvy
2024-09-12 16:55:56,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PQtW9HsrWBJzFX2BUCrMcoL,cus_QHSRHtmUMrjCPD,São Paulo,SP,in_1PyFN2HsrWBJzFX2yFxYKK3J
2024-09-12 12:45:42,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PyCOuHsrWBJzFX2XtAnz95k,cus_QSTJFFcHXkFsti,Praia Grande,SP,in_1Py1x3HsrWBJzFX2kGMGx9qj
2024-09-12 02:16:22,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PQfmYHsrWBJzFX2Xpv7lvO5,cus_QHEFP5piOgqnmY,São Paulo,SP,in_1Py1dYHsrWBJzFX2vI4DaX4D
2024-09-11 19:29:52,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PQZPvHsrWBJzFX2PykrwxXa,cus_QH7fukrHSXlMFP,Araraquara,SP,in_1PxvIFHsrWBJzFX2UV6YnkKp
2024-09-11 13:18:22,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PbNHZHsrWBJzFX2FaCFbqiP,cus_QH1f4rpYAIR92L,Ribeirão Preto / SP,SP,in_1PxpU7HsrWBJzFX2xr2suqkK
2024-09-11 12:11:06,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PQSaEHsrWBJzFX2GmPnltby,cus_QH0bhlOiTXVPEA,São Paulo,SP,in_1PxoQsHsrWBJzFX2ZdDPGdqP
2024-09-11 03:54:46,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PQKqfHsrWBJzFX2OUtQJAya,cus_QGsbAPwYfsE8BE,Embu-Guaçu,SP,in_1PxghFHsrWBJzFX2p6bdGySP
2024-09-10 20:02:02,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PQDSWHsrWBJzFX2pbJlDRhV,cus_QGkyJ7EddRU0Br,Mogi Guaçu,SP,in_1PxZJbHsrWBJzFX2XFM6fW0v
2024-09-10 18:37:41,38.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PxYwaHsrWBJzFX21F322Mdg,cus_QpDMIwnCIbNe0W,São Paulo,SP,in_1PxYvSHsrWBJzFX2zDVn7Nbe
2024-09-10 18:34:13,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PQC5WHsrWBJzFX2LFAJIcHW,cus_QGjYBIgunKs57j,MairiporÃ,SP,in_1PxXwNHsrWBJzFX2bXXLTFU9
2024-09-10 06:29:09,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PQ0lkHsrWBJzFX289H7jtgE,cus_QGXrHFxgpTEv5T,São Paulo,SP,in_1PxMclHsrWBJzFX2hnk82e31
2024-09-10 04:56:38,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PPzKRHsrWBJzFX2wsKVzaGU,cus_QGWNxM1etRGYKb,São Paulo,SP,in_1PxLBmHsrWBJzFX2fmgbBL71
2024-09-09 16:24:00,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PPnarHsrWBJzFX2kLjNahs4,cus_QGKFcU9yi1idLT,São Paulo,SP,in_1Px9RRHsrWBJzFX23w3GzHD5
2024-09-09 16:18:57,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PbtIqHsrWBJzFX2bWLwp8Ak,cus_QGKA8nb34K8yEi,São Bernardo do Campo,SP,in_1Px9MIHsrWBJzFX209YvorXW
2024-09-09 12:42:01,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PPk7lHsrWBJzFX2ImQhug04,cus_QGGfwskzFwzDul,São Vicente ,SP,in_1Px5yXHsrWBJzFX290Lc3QsZ
2024-09-08 16:39:17,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PaJeGHsrWBJzFX2wRgR8VjL,cus_QRC1lAGV2piCwi,Limeira,SP,in_1PwnCKHsrWBJzFX2eWVDnUUn
2024-09-08 13:31:53,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PwlDXHsrWBJzFX2X3Qv2Yg6,cus_QoNzhBHEHyGbvc,São Paulo,SP,in_1PwlDYHsrWBJzFX2RpywzbKn
2024-09-07 23:49:21,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PZJwAHsrWBJzFX2aUZ2fxJD,cus_QFgy0OEunHxxgn,Campos do Jordão,SP,in_1PwXRAHsrWBJzFX2kTuqkf9f
2024-09-07 22:30:00,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PPAKlHsrWBJzFX2R9P6GXly,cus_QFfgf0QQpUryqE,Jaboticabal,SP,in_1PwWByHsrWBJzFX2OhTSCOGF
2024-09-07 22:05:47,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PP9xyHsrWBJzFX2BLqiWzQv,cus_QFfIZ7o7fijo1h,Osasco,SP,in_1PwVp4HsrWBJzFX2k7qjYebL
2024-09-07 17:57:17,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PP65UHsrWBJzFX2gZcN2zYX,cus_QFbI1ZbFyiEc7u,Jundiaí,SP,in_1PwRwDHsrWBJzFX273eMMzYA
2024-09-07 14:30:25,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PP2qCHsrWBJzFX2EGHq2pha,cus_QFXwTzg4DMiqNy,São caetano do sul,SP,in_1PwOhaHsrWBJzFX2SUULaGps
2024-09-07 11:51:08,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PP0N5HsrWBJzFX2g0jfX2BI,cus_QFVN0hHWemJ7M9,São Paulo,SP,in_1PwME4HsrWBJzFX2Eu6mbDUa
2024-09-07 10:38:46,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1POzEPHsrWBJzFX2ZS7PWd4O,cus_QFUCc5fUDLxpuC,Santa Barbara d'Oeste,SP,in_1PwL5hHsrWBJzFX26TU2IRZu
2024-09-06 18:01:30,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PaJd4HsrWBJzFX2Of44944I,cus_QFE8dqmFZA7Bhl,São Carlos,SP,in_1Pw5WdHsrWBJzFX2MqS7c1NN
2024-09-06 14:47:32,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Pw3RaHsrWBJzFX25xHUUGIq,cus_QnelK1qfg06ZKM,São Paulo,SP,in_1Pw3RfHsrWBJzFX22biua1UJ
2024-09-06 13:58:56,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1POftEHsrWBJzFX2nsHpKj5n,cus_QFADEkwySjPKT7,Santo André,SP,in_1Pw1kCHsrWBJzFX205sIqMDw
2024-09-06 13:02:40,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Pkm8QHsrWBJzFX2uaTqqMjm,cus_Qc05V6Dpztjf06,Barueri,SP,in_1Pw0rlHsrWBJzFX2Lp9F7j5C
2024-09-05 21:02:10,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1POQ1nHsrWBJzFX29AVV2Icp,cus_QEtpDBCK7KgEM1,São Paulo,SP,in_1PvlsSHsrWBJzFX2fKODMMTo
2024-09-05 20:10:21,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1POPBkHsrWBJzFX2MQ8VouFN,cus_QEsx1cArG0VGID,SÃo Paulo,SP,in_1Pvl48HsrWBJzFX2Vkd8SkWW
2024-09-05 15:03:25,49.0,0.0,,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PvhDTHsrWBJzFX2L1vW1zFI,cus_QnHntNtTSu4iUx,São Paulo,SP,in_1PvhDYHsrWBJzFX2sPwUiaqf
2024-09-05 09:05:52,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1POEoqHsrWBJzFX2FoS3Oy76,cus_QEiFK0zr8c5WNZ,VitÓria,ES,in_1PvaguHsrWBJzFX2WF9uanUj
2024-09-05 04:11:01,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PknTiHsrWBJzFX2fHFs8yam,cus_QEdVo4U68tcf3a,São Paulo,SP,in_1PvW5kHsrWBJzFX20eR8YH3F
2024-09-05 03:19:06,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PkXZnHsrWBJzFX2MFXdDF2J,cus_QEcf7gb2hpXvH4,Jundiaí,SP,in_1PvVGhHsrWBJzFX2C50NMtW9
2024-09-05 02:33:26,49.0,0.0,,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PvVVgHsrWBJzFX2v8YBVMVS,cus_Qn5hSdrLjzBtCD,São Paulo,SP,in_1PvVVlHsrWBJzFX2Wlxdn0Uo
2024-09-05 01:11:26,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PO7NuHsrWBJzFX2dPPGU6qd,cus_QEaZBQ5lDTsNZw,São Paulo,SP,in_1PvTHxHsrWBJzFX2ysxbqIHX
2024-09-05 00:04:07,49.0,0.0,,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PvTBAHsrWBJzFX2XXq9QkGI,cus_Qn3Hes8zO4YEjc,São Paulo,SP,in_1PvTBGHsrWBJzFX2OLLadHrg
2024-09-04 23:49:04,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PO67ZHsrWBJzFX2T84CVSZ4,cus_QEZGgD1cxrGeCj,Barueri,SP,in_1PvS01HsrWBJzFX29aS7wTV4
2024-09-04 23:20:12,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PO5fuHsrWBJzFX2kK0xo6iq,cus_QEYnmZ1vpcTZoZ,Osasco,SP,in_1PvRYIHsrWBJzFX2eOYMv7mc
2024-09-04 14:48:26,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PNxgIHsrWBJzFX2Lc2Yllsp,cus_QEQX8kOTw0ealw,São Paulo,SP,in_1PvJYgHsrWBJzFX2GfgKXwnR
2024-09-03 03:03:10,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PYIVFHsrWBJzFX2iIlWQrGG,cus_QP6iB8MgkA9sG9,Barueri,SP,in_1Pum4tHsrWBJzFX2wO9eUf2W
2024-09-03 02:42:30,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PYIC1HsrWBJzFX2iDsmSckb,cus_QP6O3EKNH6GdiG,São Paulo,SP,in_1PulkiHsrWBJzFX2ByHkIupk
2024-09-03 02:10:54,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PYHgFHsrWBJzFX2U0CB5N7t,cus_QP5sTJIcchm4no,São Paulo,SP,in_1PulFvHsrWBJzFX2uAckvnno
2024-09-03 01:23:18,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PYGxVHsrWBJzFX2M2V1agz7,cus_QP57hJZlDXEH1u,Vargem Grande Paulista,SP,in_1PukVwHsrWBJzFX2G2y0n7qH
2024-09-03 00:20:19,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PpJOtHsrWBJzFX2MH1CSgam,cus_QP45DN4KKcw5gL,SÃo Paulo,SP,in_1PujWlHsrWBJzFX2jv0YVv1Z
2024-09-02 23:53:58,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PNNGbHsrWBJzFX2UG7iPSrX,cus_QDouuzv9SGo7JE,São Paulo,SP,in_1Puj7GHsrWBJzFX2Bdku4csp
2024-09-02 22:03:35,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PuiLRHsrWBJzFX2Da8Zwfaz,cus_QmGr3yKkJ9OGMP,São Caetano do Sul,SP,in_1PuiJsHsrWBJzFX2uuOxJ0S6
2024-09-02 20:14:16,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PYC7JHsrWBJzFX2TONAURCH,cus_QP07DnP8WJquTa,Sao Paulo,SP,in_1PufgzHsrWBJzFX2OxAaNHgd
2024-09-02 15:55:14,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PNFn5HsrWBJzFX2Msyygnud,cus_QDhBYSYLBbZvzs,Jandira,SP,in_1PubeEHsrWBJzFX27ss6KApz
2024-09-02 12:54:42,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PY5HPHsrWBJzFX2P5cN7JT9,cus_QOt3n4FIbmlSu7,Araçatuba ,SP,in_1PuYpoHsrWBJzFX2XPee9Ka6
2024-09-01 21:36:53,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PiizhHsrWBJzFX2CrvdIXoB,cus_QDPUITsPvrcmsi,São Paulo,SP,in_1PuKViHsrWBJzFX2taNZxsXX
2024-09-01 19:06:08,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Pj3MTHsrWBJzFX2w8ECSh5y,cus_QaDo41lM6WIN7m,Porto Feliz,SP,in_1PuI9IHsrWBJzFX2YmelPpEf
2024-08-31 23:24:51,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PXa7gHsrWBJzFX2SYD2K6Yw,cus_QD3y7YOpLOmVb7,São Paulo,SP,in_1PtziDHsrWBJzFX2ec6ErrTW
2024-08-31 18:12:20,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PMYyTHsrWBJzFX2lI8h5G4N,cus_QCyw2h9JxV6IPR,São Paulo,SP,in_1PtuqFHsrWBJzFX2EER50yTe
2024-08-31 14:18:49,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Pts8SHsrWBJzFX2qhJyvifl,cus_QCsYhFMOyZJgVB,Guarulhos,SP,in_1PtoeoHsrWBJzFX2zvU5E1av
2024-08-31 01:54:51,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PMJiGHsrWBJzFX2k2R5tZ6I,cus_QCjAo6yopxI5o2,Americana,SP,in_1PtfaOHsrWBJzFX2VYYqMKXM
2024-08-30 22:17:21,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PJQEeHsrWBJzFX2USpYiYBs,cus_Q9jiBGvpMwrAIS,São Paulo,SP,in_1Pqm7THsrWBJzFX2Z5waNSeP
2024-08-30 04:43:59,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PLzsbHsrWBJzFX28Miihv0Y,cus_QCOftVDVUHJsxO,São Paulo,SP,in_1PtLjiHsrWBJzFX2x1cm3PjH
2024-08-29 02:01:23,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PZiOoHsrWBJzFX2Zoc1A0Ep,cus_QBypSpEMwlVzf0,Jundiaí,SP,in_1PswipHsrWBJzFX2bmIa8q30
2024-08-28 22:18:24,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PLXNrHsrWBJzFX2E3L88ADY,cus_QBvEOM3mhW5JFD,São Carlos,SP,in_1PstF0HsrWBJzFX2TnZgyorP
2024-08-28 21:44:41,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PaRTjHsrWBJzFX21ruhaxKf,cus_QBugqK5bf9deei,São Paulo,SP,in_1PssiXHsrWBJzFX27xFn9BKj
2024-08-28 19:30:29,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PLUmSHsrWBJzFX2Ys52l8py,cus_QBsXTYZSJ84VJK,Juiz de Fora,MG,in_1PsqdEHsrWBJzFX2qTcIypvX
2024-08-28 01:26:37,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PsaedHsrWBJzFX2kKEjPH68,cus_Qk4of2Y42QbSAS,Santo André,SP,in_1PsaeeHsrWBJzFX2Cn4w4dme
2024-08-28 01:24:51,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PLDp9HsrWBJzFX2xCTe2XEj,cus_QBb1T5xPTo4I9s,Porto Alegre,SP,in_1PsZgiHsrWBJzFX2IVVQ8aoK
2024-08-28 01:24:15,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PLDoCHsrWBJzFX2fsMP1PTy,cus_QBaz2O8Zd1n5vr,Sorocaba,SP,in_1PsZg9HsrWBJzFX2zAfqW26V
2024-08-26 19:38:58,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PKlwZHsrWBJzFX28cqIepaH,cus_QB8CyjDueJSnT0,Jaguariúna,SP,in_1Ps7oUHsrWBJzFX2IBIeLyOu
2024-08-26 17:36:11,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Ps6pbHsrWBJzFX2vXAbvSoQ,cus_QAKZP6dPqSMPyL,Santa Rita do Sapucaí,MG,in_1PrLkrHsrWBJzFX2oY1ALrnw
2024-08-26 16:14:18,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PKiiUHsrWBJzFX2M5zumJKg,cus_QB4sLSRqxs6PNr,São Paulo,SP,in_1Ps4baHsrWBJzFX2AvcTD3bH
2024-08-25 12:17:15,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PKIYxHsrWBJzFX2y574IzZz,cus_QAdqDmsozkyjjc,Nova Lima,MG,in_1PreQYHsrWBJzFX2Qqaf8QLB
2024-08-25 02:26:53,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PVO87HsrWBJzFX2cbzWWx6B,cus_QM6Kkg2vEVNlho,MauÁ,SP,in_1PrVDMHsrWBJzFX2ChHJZ76e
2024-08-24 20:24:28,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PVISSHsrWBJzFX20DEEPaj6,cus_QM0Tg1wjmOwyck,São Paulo,SP,in_1PrPZKHsrWBJzFX2iyyx1OEQ
2024-08-24 19:30:38,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PK2qnHsrWBJzFX2M65IVMb1,cus_QANcZlWlJQ3W9P,São paulo,SP,in_1PrOiNHsrWBJzFX2NwZVnIBS
2024-08-24 15:56:59,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PJzXMHsrWBJzFX2B05lberf,cus_QAKBSXeukQP4pV,São Paulo,SP,in_1PrLOCHsrWBJzFX26V6ZiL8i
2024-08-24 15:08:42,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PY5ZrHsrWBJzFX2wANz1aoZ,cus_QAJMayVKFK6mCm,São Paulo,SP,in_1PrKd6HsrWBJzFX2qhm5GR2d
2024-08-24 15:05:50,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PJyjsHsrWBJzFX2cGZB3KJM,cus_QAJMgLAafG311z,São Paulo,SP,in_1PrKarHsrWBJzFX2idpqqsNM
2024-08-24 14:57:30,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PJybDHsrWBJzFX2WAy4dVoo,cus_QAJDMWAfTOJDlx,São Paulo,SP,in_1PrKSwHsrWBJzFX2xaMll9pB
2024-08-24 14:45:37,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PJyPcHsrWBJzFX2PlNUeHWV,cus_QAJ1lnGZYjBTXJ,São Paulo,SP,in_1PrKHDHsrWBJzFX2OMEslj69
2024-08-24 14:27:22,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PJy8zHsrWBJzFX2uRVwPOlR,cus_QAIk66gk1v3NsU,Sorocaba,SP,in_1PrJzbHsrWBJzFX23tXCZMnt
2024-08-24 14:25:56,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PJy56HsrWBJzFX2afVJSoHd,cus_QAIgeEifJxu1U2,Mauá,SP,in_1PrJxhHsrWBJzFX2UB0UNP9a
2024-08-23 22:45:22,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PJjQnHsrWBJzFX2Wh5DJjnK,cus_QA3Xs936N005oz,São Paulo,SP,in_1Pr5HxHsrWBJzFX2OXT00Pf0
2024-08-23 22:10:32,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PJit5HsrWBJzFX2Mzu9jCi3,cus_QA2zSkRXidxImI,São Paulo,SP,in_1Pr4k3HsrWBJzFX2kYo9V5W7
2024-08-23 19:41:47,24.5,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PeqgYHsrWBJzFX2PF5ABYtL,cus_QVsMBfEhklAxYA,Duque de Caxias,RJ,in_1Pq5Q2HsrWBJzFX2rbALIBUD
2024-08-23 17:22:10,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PJeMCHsrWBJzFX2AabSl78J,cus_Q9yIAeXfb8YObq,Americana,SP,in_1Pr0ERHsrWBJzFX2zcQO3yfc
2024-08-23 16:32:59,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PQzeSHsrWBJzFX2cZ5bN3fF,cus_QHYmFiK9JB8otE,São Paulo,SP,in_1Pn6mVHsrWBJzFX2ZPCxKiVI
2024-08-23 03:23:56,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PffTiHsrWBJzFX2q3TY26bd,cus_Q9ko4pafPnsqg7,São Paulo,SP,in_1Pqn9vHsrWBJzFX2OspBITwI
2024-08-23 00:23:42,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PglTAHsrWBJzFX2CJ0qrOAo,cus_Q9hsED5swiiUnk,SÃo Paulo,SP,in_1PqkLPHsrWBJzFX2ihWc15nf
2024-08-22 21:06:41,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PJLOTHsrWBJzFX2BXrpZR6i,cus_Q9ehx2A73HXzjp,São Paulo,SP,in_1PqhGMHsrWBJzFX2up1mEGsi
2024-08-22 20:48:39,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PqHfLHsrWBJzFX2VctbOHPe,cus_QFv8O5unzPX4yX,São Paulo,SP,in_1PlWR8HsrWBJzFX2wnBYvNUA
2024-08-22 01:13:29,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Pf9qQHsrWBJzFX2bzMLsB9F,cus_QWCFysiflNcLnb,Osasco,SP,in_1PqOeBHsrWBJzFX21wXBk9hE
2024-08-21 20:03:22,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PIxwkHsrWBJzFX2TlGTirrl,cus_Q9GTNQBTZ5ZSm0,São Paulo,SP,in_1PqJnoHsrWBJzFX2kapqNeHf
2024-08-20 20:00:57,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PpyEPHsrWBJzFX20GTKNnov,cus_Q7q74KImFo4z8q,São Paulo,SP,in_1PowOlHsrWBJzFX2GHzy5IRt
2024-08-20 17:57:52,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PpwJFHsrWBJzFX2BLh4PrFG,cus_Q8BydGrPaoUBAH,Guarulhos,SP,in_1PpHXtHsrWBJzFX2SDoDwqei
